x1,x2,x3,x4,x5,x6,x7,x8,cl
-0.654460528,-0.693315866,-0.05544078,-0.428568036,-0.220947049,-1.196273402,0.550080216,-0.653639846,0
-0.654460528,0.196928109,-0.469951276,0.002772906,0.556854949,0.218775467,-1.144573082,-0.198141697,0
-1.249424646,-0.570523592,0.048186847,0.372493714,-0.212399775,-0.115488047,0.398501209,-1.109137995,0
-1.249424646,-0.785410071,-0.469951276,0.31087358,0.146585761,-0.349472504,0.201448502,-1.018038365,0
-1.249424646,0.319720377,0.566324969,-1.229629779,-0.639763511,-0.070919577,0.719848704,-0.380340956,0
0.237985647,-0.417033253,0.151814467,0.557354115,2.138100769,0.564181098,-0.929330892,-0.471440586,0
-0.356978471,0.289022307,0.462697342,-1.229629779,-0.639763511,-1.196273402,-0.598888653,1.988249426,0
0.237985647,-0.386335183,0.669952596,0.618974248,-0.639763511,0.853876142,-0.544320214,0.439555712,0
-0.654460528,-0.324939048,-0.884461777,0.372493714,-0.101285206,0.073927948,-0.447309646,-1.018038365,0
-0.05949641,1.087172078,-0.366323655,0.680594382,1.787662506,0.1073543,-0.692867642,-0.926938735,0
-1.249424646,-0.509127457,0.307255905,0.187633307,-0.639763511,-3.547260114,0.322711702,-1.109137995,0
1.427913883,-1.890540513,0.566324969,1.05031519,-0.639763511,0.1073543,-1.120320442,0.712854609,0
-0.654460528,-0.386335183,-0.262696028,0.927074923,0.377362181,-0.148914392,2.832860058,0.075157193,0
0.237985647,0.872285599,0.462697342,-1.229629779,-0.639763511,0.207633349,-0.750467659,2.899245724,0
-0.654460528,-0.877504269,0.048186847,-0.182087495,-0.639763511,-0.50546214,-1.153667819,-1.018038365,0
-0.951942589,0.534606851,0.255442094,1.851376934,1.103880528,0.619891684,-0.201751658,-0.835839105,0
-0.05949641,-0.140750639,-0.210882218,-1.229629779,-0.639763511,-1.10713647,-0.101709511,0.348456082,0
-0.951942589,1.056474008,0.669952596,1.358415858,3.505664716,0.976439433,0.671343424,-0.926938735,0
-0.654460528,-0.601221662,-0.884461777,-0.305327762,0.163680309,-0.806299301,0.51976441,-1.109137995,0
-0.951942589,-0.294240984,-0.67720653,0.064393039,0.514118572,-0.739446605,1.11395412,-0.926938735,0
-0.654460528,-0.93890041,0.255442094,-0.058847228,-0.186757953,-0.316046152,-0.717120282,-1.018038365,0
-0.05949641,0.995077873,1.084463091,1.111935324,-0.639763511,-0.238051331,-0.520067574,0.257356452,0
0.832949765,-0.509127457,0.255442094,1.235175591,0.257700331,0.59760745,-0.792909781,1.077253128,0
-1.249424646,-0.140750639,0.566324969,0.865454783,1.79620978,1.377555651,-0.905078252,-0.562540216,0
-0.654460528,-0.570523592,-0.262696028,0.187633307,-0.639763511,-0.238051331,-0.29573064,-1.109137995,0
-0.356978471,0.902983669,-0.159068401,0.31087358,-0.639763511,0.073927948,-0.635267617,-1.018038365,0
-0.05949641,0.043437764,-0.05544078,-1.229629779,-0.639763511,-0.249193448,0.738038186,0.075157193,0
-0.05949641,-0.263542914,-0.159068401,-1.229629779,-0.639763511,0.007075244,0.01652211,-0.380340956,0
-0.356978471,-0.232844844,1.084463091,-0.490188169,0.026923918,-0.382898856,0.089280038,-0.380340956,0
-0.654460528,-0.969598474,-3.578780016,0.187633307,-0.639763511,-0.327188269,0.932059315,-0.744739475,0
-0.951942589,-1.215183017,-0.469951276,1.358415858,-0.229494323,1.299560829,0.644059197,-0.926938735,0
-0.654460528,-1.337975292,-0.262696028,0.24925344,-0.169663405,-0.238051331,-0.289667482,-0.015942437,0
0.535467703,-1.030994614,0.462697342,-1.229629779,-0.639763511,-0.070919577,-0.253288518,0.803954239,0
0.237985647,0.74949333,0.462697342,-1.229629779,-0.639763511,1.46669259,-0.835351904,1.259452388,0
0.535467703,-0.969598474,0.566324969,-1.229629779,-0.639763511,-0.962288945,-1.156699398,-0.107042067,0
-1.249424646,0.0127397,-0.262696028,-0.120467361,0.146585761,0.341338758,0.786543467,-0.926938735,0
-0.951942589,-3.640330387,0.255442094,0.002772906,-0.443176195,-0.46089367,-0.504909671,-1.109137995,0
0.237985647,-1.399371426,-0.469951276,-1.229629779,-0.639763511,-0.561172727,-0.598888653,-0.562540216,0
-0.05949641,0.688097196,0.255442094,-1.229629779,-0.639763511,-0.472035788,-0.671646581,0.621754972,0
-0.356978471,-0.232844844,-0.366323655,-1.229629779,-0.639763511,-1.029141649,-0.980867752,-1.109137995,0
1.427913883,0.135531968,0.048186847,1.481656126,0.163680309,0.140780653,-0.277541158,0.621754972,0
1.130431821,-1.030994614,-0.72902034,0.002772906,-0.639763511,-0.828583536,-0.999057234,0.803954239,0
-0.951942589,-0.417033253,-0.573578903,-1.229629779,-0.639763511,-0.839725654,-0.844446648,-1.109137995,0
1.130431821,1.977416047,-0.262696028,-1.229629779,-0.639763511,-0.951146827,0.625869715,-0.107042067,1
-1.249424646,0.565304921,-1.506227527,0.927074923,0.796178636,1.25499236,5.52490321,-0.015942437,1
-0.356978471,-1.245881087,-0.988089398,0.742214516,0.112396665,-0.093203812,-0.659520257,-0.653639846,1
-0.654460528,2.407188999,0.048186847,1.543276265,4.001406651,-0.148914392,-0.932362471,1.806050167,1
1.130431821,0.196928109,1.395345966,-1.229629779,-0.639763511,-3.547260114,-0.708025537,1.897149796,1
1.72539594,1.51694503,0.255442094,-1.229629779,-0.639763511,0.686744389,0.216606397,0.075157193,1
-0.951942589,2.161604456,-0.469951276,0.187633307,6.591230882,-0.193482861,-0.204783237,2.352647946,1
0.237985647,1.45554889,0.151814467,-0.058847228,0.856009561,-0.6725939,0.368185404,1.623850907,1
0.832949765,-0.570523592,-3.578780016,-1.229629779,-0.639763511,-0.204624978,0.055932653,-0.107042067,1
-1.249424646,-0.01795837,0.773580217,1.666516533,1.326109667,1.555829521,0.259048519,-0.198141697,1
0.832949765,-0.355637118,0.255442094,-1.229629779,-0.639763511,-0.249193448,-0.641330775,-0.198141697,1
-0.951942589,-0.110052575,0.048186847,0.618974248,0.180774857,0.307912406,0.192353757,-0.107042067,1
0.832949765,2.376490929,1.084463091,-1.229629779,-0.639763511,0.887302494,-0.044109494,0.712854609,1
1.427913883,0.0127397,0.566324969,0.927074923,-0.639763511,-0.316046152,-0.614046556,-0.380340956,1
2.022878001,0.74949333,1.291718339,0.803834649,0.608138593,0.530754746,-0.641330775,1.623850907,1
1.72539594,0.196928109,0.048186847,0.372493714,0.343173078,-0.082061695,-0.789878202,0.712854609,1
0.832949765,0.872285599,0.359069721,-1.229629779,-0.639763511,0.842734024,-0.632236038,0.895053869,1
-0.356978471,1.209964347,0.359069721,0.988695056,1.454318791,-0.026351108,1.168522566,-0.471440586,1
1.427913883,-0.509127457,0.359069721,1.05031519,-0.639763511,0.118496418,0.604648654,1.168352758,1
-0.654460528,-0.877504269,-0.05544078,1.358415858,-0.639763511,0.709028623,0.113532678,-0.562540216,1
-0.05949641,-0.232844844,0.151814467,1.666516533,1.12952235,0.586465332,2.802544252,2.079349056,1
1.427913883,1.609039229,2.120739336,0.24925344,1.411582414,1.511261052,0.774417143,1.897149796,1
-1.249424646,1.885321842,-0.159068401,1.173555457,-0.639763511,1.132429076,4.327429061,-0.744739475,1
0.832949765,-0.478429387,-0.159068401,0.742214516,-0.639763511,0.80930768,-0.368488568,-0.198141697,1
1.130431821,1.762529574,1.084463091,0.865454783,1.924418897,0.207633349,0.004395794,2.261548316,1
0.832949765,2.100208316,-0.05544078,1.173555457,1.958607993,0.653318037,-0.641330775,0.712854609,1
1.130431821,0.442512652,0.151814467,-1.229629779,-0.639763511,0.118496418,-0.592825495,0.530655342,1
0.832949765,-0.140750639,-0.159068401,-1.229629779,-0.639763511,0.1073543,-0.629204459,0.803954239,1
-1.249424646,-0.294240984,0.980835464,0.618974248,-0.639763511,0.073927948,1.180648882,0.439555712,1
-0.654460528,-0.570523592,-0.159068401,0.002772906,0.129491213,0.118496418,1.217027846,-0.471440586,1
2.617842114,0.227626173,1.084463091,-1.229629779,-0.639763511,1.288418712,0.356059087,0.803954239,1
-1.249424646,0.381116512,-3.578780016,-1.229629779,-0.639763511,1.266134477,-0.592825495,-0.653639846,1
0.237985647,0.565304921,2.017111715,-1.229629779,-0.639763511,1.890093035,-0.72318344,0.348456082,1
3.212806232,0.534606851,0.048186847,0.742214516,0.300436708,0.586465332,-0.947520374,0.895053869,1
-0.05949641,0.473210716,0.151814467,-1.229629779,-0.639763511,-0.89543624,-0.571604434,2.443747575,1
-0.951942589,0.104833904,1.084463091,1.912997067,1.24063692,1.990372091,-0.426088585,-0.198141697,1
-0.951942589,1.363454685,0.151814467,-1.229629779,-0.639763511,0.798165562,2.293238794,-0.015942437,1
-1.249424646,-0.72401393,0.825394027,0.31087358,-0.332061626,0.619891684,-0.662551836,-0.835839105,1
-0.356978471,1.609039229,0.151814467,0.803834649,0.514118572,0.163064887,-0.808067684,-0.835839105,1
1.130431821,1.117870142,-0.366323655,0.372493714,3.591137463,0.241059701,0.234795879,1.168352758,1
0.832949765,1.271360487,-0.78083415,0.742214516,0.856009561,-0.148914392,0.37121699,0.530655342,1
-0.05949641,0.841587534,1.188090718,-1.229629779,-0.639763511,-0.070919577,0.222669563,2.534847205,1
0.237985647,0.166230039,0.255442094,-1.229629779,-0.639763511,0.241059701,-0.744404501,0.439555712,1
-1.249424646,1.332756621,0.359069721,2.221097742,0.214963961,2.380346191,0.889617193,-0.744739475,1
-1.249424646,-0.171448709,0.359069721,-1.229629779,-0.639763511,0.163064887,-0.568572854,-0.926938735,1
-0.951942589,-0.93890041,-2.024365649,1.358415858,0.206416687,2.580904297,0.092311617,-0.653639846,1
-0.951942589,-0.048656441,0.980835464,0.24925344,0.599591319,0.296770288,-0.189625335,0.621754972,1
-1.249424646,-0.417033253,0.773580217,-1.229629779,-0.639763511,-0.438609443,0.835048747,2.625946835,1
-0.05949641,1.670435369,0.048186847,-0.366947902,0.796178636,-0.238051331,-0.316951701,-0.015942437,1
1.427913883,0.104833904,-0.67720653,-1.229629779,-0.639763511,0.163064887,1.965828141,-0.015942437,1
-0.356978471,1.578341165,-0.262696028,1.05031519,1.283373297,0.296770288,-0.332109604,-0.289241326,1
1.72539594,-0.324939048,-0.159068401,-1.229629779,-0.639763511,0.062785831,-0.586762336,0.803954239,1
1.427913883,1.148568212,0.877207844,0.495733981,0.685064066,0.274486054,2.193196647,0.803954239,1
1.130431821,2.130906386,0.462697342,-1.229629779,-0.639763511,1.789813986,-0.996025655,0.895053869,1
0.832949765,1.025775937,0.980835464,1.481656126,-0.639763511,2.023798443,-0.389709629,0.257356452,1
3.80777035,1.363454685,0.151814467,1.296795725,0.334625804,1.009865785,1.065448839,1.259452388,1
-1.249424646,0.381116512,0.980835464,-1.229629779,-0.639763511,-0.026351108,0.841111905,-0.107042067,1
0.535467703,-0.447731323,0.255442094,-0.120467361,0.69361134,-0.215767096,0.777448722,0.712854609,1
0.535467703,-0.509127457,0.669952596,-1.229629779,-0.639763511,-0.115488047,-0.865667709,0.257356452,1
0.535467703,0.473210716,0.048186847,0.187633307,0.471382202,0.397049345,0.2317643,-0.380340956,1
1.130431821,1.854623772,0.151814467,1.358415858,0.471382202,0.096212183,0.768353985,0.257356452,1
-1.249424646,0.319720377,2.120739336,1.604896399,0.471382202,3.929100468,-0.444278067,-0.653639846,1
0.237985647,0.350418448,0.669952596,-1.229629779,-0.639763511,0.80930768,1.486838474,0.348456082,1
0.832949765,2.315094795,-0.05544078,0.495733981,-0.639763511,0.452759931,0.847175071,0.712854609,1
1.130431821,1.916019913,-0.05544078,0.988695056,3.591137463,-0.193482861,0.453069648,2.443747575,1
-0.951942589,0.289022307,1.498973593,1.296795725,-0.144021576,0.018217361,2.593365228,-0.015942437,1
1.130431821,-0.294240984,0.359069721,1.173555457,0.334625804,-0.438609443,0.528859155,-0.198141697,1
0.237985647,0.626701055,0.566324969,0.927074923,0.727800444,-0.026351108,-0.316951701,-0.744739475,1
0.832949765,1.240662417,-0.159068401,-1.229629779,-0.639763511,-0.160056509,-0.250256939,0.257356452,1
2.022878001,0.503908787,-3.578780016,-1.229629779,-0.639763511,2.280067135,0.340901184,0.621754972,1
0.237985647,1.209964347,0.773580217,1.296795725,1.155164172,0.842734024,-0.213877982,-0.380340956,1
-0.356978471,-0.355637118,-0.366323655,-0.428568036,-0.229494323,-0.995715297,0.644059197,-0.926938735,1
-0.05949641,-0.294240984,-0.262696028,1.481656126,0.206416687,0.33019664,1.332227888,-0.653639846,1
-0.05949641,0.902983669,-0.469951276,0.434113847,2.078269843,-0.10434593,-0.956615112,-0.380340956,1
